epoch,train_loss,wt_dice,tc_dice,et_dice,mean_dice,learning_rate
38,0.41428718730807307,0.7327544882893562,0.8653308153152466,0.8349439144134522,0.8110097393393516,0.0005748844171944533
39,0.40414641983807087,0.7410908147692681,0.8743678361177445,0.8417522251605988,0.8190702920158703,0.0005518031303445014
40,0.39431656561791895,0.7478942334651947,0.8798398435115814,0.8463077634572983,0.8246806134780249,0.0005286096537811462
41,0.39978667207062246,0.7551638811826706,0.8841190129518509,0.8505562841892242,0.8299463927745819,0.0005053542194099689
42,0.3817853454127908,0.7607768654823304,0.887026447057724,0.8531848609447479,0.8336627244949341,0.0004820871933233661
43,0.3848951280862093,0.7654905989766121,0.8903698623180389,0.8568446040153503,0.8375683551033337,0.00045885896671880855
44,0.3852347253635526,0.7700324326753616,0.8923657268285752,0.8593694478273392,0.8405892024437586,0.000435719846762729
45,0.3712154450640082,0.7737250685691833,0.8943614482879638,0.8618604481220246,0.8433156549930573,0.0004127199476364011
46,0.382508391700685,0.7792127758264542,0.8966982334852218,0.864630538225174,0.8468471825122833,0.00038990908199978275
47,0.3764715151116252,0.7833257958292961,0.8981957644224167,0.8663893938064575,0.8493036513527233,0.0003673366531083868
48,0.37817597709596157,0.7867704182863235,0.8996328055858612,0.8683612316846847,0.8515881518522898,0.00034505154781683023
49,0.37113004181534054,0.7901500463485718,0.9010371446609498,0.8701800167560577,0.8537890692551932,0.00032310203070079284
50,0.37478827483952043,0.7936600744724274,0.9020199537277221,0.8715423464775085,0.8557407915592196,0.00030153563952669464
51,0.3600449403375387,0.7964532166719437,0.9031636953353882,0.8730520516633987,0.8575563212235767,0.00028039908229547786
52,0.34656232107430696,0.7989052981138229,0.9038345456123352,0.8738871216773987,0.858875655134519,0.0002597381360834796
53,0.35142981898039577,0.8018092811107635,0.9047015070915222,0.8751033872365952,0.860538058479627,0.00023959754789947606
54,0.3571379401162267,0.8046116352081298,0.906051316857338,0.8768080800771714,0.8624903440475464,0.00022002093777262748
55,0.3411364930868149,0.8067110747098922,0.9071315616369248,0.8781855791807175,0.8640094051758448,0.00020105070428120688
56,0.3416057953238487,0.8091589003801346,0.9080948263406754,0.8793390095233917,0.8655309120814006,0.00018272793272672042
57,0.3452982296422124,0.811464273929596,0.9091222643852234,0.880617406964302,0.8670679817597072,0.00016509230615229504
58,0.3370368475839496,0.814097735285759,0.9102580428123475,0.8820765048265458,0.8688107609748839,0.0001481820193980415
59,0.3371219628676772,0.8159817814826965,0.9110758423805236,0.8831868588924408,0.8700814942518871,0.00013203369637953657
60,0.33564347732812166,0.8179231077432633,0.9120058923959732,0.8843872278928757,0.8714387426773709,0.00011668231076857777
61,0.33663439873605966,0.8189670771360398,0.9127196609973908,0.8853813827037811,0.8723560402790707,0.00010216111024799682
62,0.33763895511627195,0.820404177904129,0.9133855283260346,0.8861467331647873,0.8733121464649836,8.850154450458346e-05
63,0.3358594585582614,0.8219181597232819,0.9141797244548797,0.8872134059667587,0.8744370967149735,7.573319711606605e-05
64,0.33587430488318204,0.823162516951561,0.9148510366678237,0.8880767017602921,0.8753634184598924,6.388372147967014e-05
65,0.33630147490650414,0.8244737297296524,0.915450495481491,0.8888728082180023,0.8762656778097154,5.297878092101816e-05
66,0.3270346235856414,0.8259180158376693,0.915990737080574,0.8895253032445908,0.8771446853876114,4.304199311307972e-05
67,0.33806297346949576,0.8268883556127549,0.9163088351488113,0.8902116596698761,0.877802950143814,3.409487892555262e-05
68,0.3175408902019262,0.8278933942317963,0.9166000187397003,0.8908398628234864,0.8784444252649942,2.6156815815449922e-05
69,0.3257205153256655,0.8286936640739441,0.9165556162595749,0.8911441564559937,0.8787978122631708,1.9244995859843544e-05
70,0.3368059405684471,0.8295358508825302,0.9164488226175308,0.8914350122213364,0.8791398952404659,1.3374388521653898e-05
71,0.3269584495946765,0.830283859372139,0.9161597788333893,0.8915622353553772,0.8793352911869684,8.557708229125793e-06
72,0.33009218707680704,0.8309815376996994,0.9159878075122834,0.8919503271579743,0.8796398907899856,4.805386839208633e-06
73,0.3248153358697891,0.8314783483743667,0.9154880970716477,0.8920635253190994,0.8796766569217047,2.1255510444773436e-06
74,0.33331972289830447,0.8319654405117035,0.9149133145809174,0.8920175224542618,0.8796320925156275,5.240047725251912e-07
75,0.33643592420965435,0.8324126929044724,0.9140747755765914,0.8917441308498383,0.8794105331103006,4.216615949739285e-09
