epoch,train_loss,wt_dice,tc_dice,et_dice,mean_dice,learning_rate
26,0.5794887593388558,0.4835480429232121,0.35906664882368206,1.0,0.6142048972489647,0.0008254761431480001
27,0.579012471139431,0.5067250724881888,0.38085751253529454,1.0,0.6291941950078279,0.0008074646176393326
28,0.5662031692266464,0.530716010928154,0.4027578865205214,1.0,0.6444912991495586,0.0007887871965657268
29,0.5646926824748516,0.5545556753873825,0.43042209920622554,1.0,0.6616592581978693,0.0007694843310621951
30,0.5567635284364223,0.575965128839016,0.4580330993059761,1.0,0.677999409381664,0.0007495978268371128
31,0.5578309363126754,0.5935717545449734,0.4878511281043757,1.0,0.6938076275497831,0.0007291707536303635
32,0.550894067287445,0.6103474505245685,0.5208939674183057,1.0,0.710413805980958,0.0007082473519338728
33,0.5513862240314483,0.6229044951498508,0.5490823954867665,1.0,0.7239956302122057,0.0006868729371765537
34,0.547188763320446,0.633142425864935,0.5650138434866676,1.0,0.7327187564505342,0.0006650938015811789
35,0.530433155298233,0.6417321100831032,0.5709657284853165,1.0,0.7375659461894732,0.0006429571139057347
36,0.5352030393481254,0.6489494711160659,0.5778362082513923,1.0,0.742261893122486,0.0006205108172863934
37,0.5318894423544407,0.6586508125066757,0.5899971834507596,1.0,0.7495493319858118,0.0005978035254033576
38,0.5215666276216507,0.6656523600220681,0.5960275213285058,1.0,0.7538932937835247,0.0005748844171944533
39,0.5177761596441269,0.671237613260746,0.6034475240463507,1.0,0.7582283791023656,0.0005518031303445014
40,0.5150459370017052,0.6768202736973763,0.6124341256530897,1.0,0.7630847997834886,0.0005286096537811462
41,0.5153030396997929,0.682071003317833,0.616887361814588,1.0,0.7663194550441402,0.0005053542194099689
42,0.5110970374941826,0.6846723809838295,0.6175212147762068,1.0,0.7673978652533454,0.0004820871933233661
43,0.5146627686917782,0.6885181695222855,0.6210596114382497,1.0,0.7698592603201785,0.00045885896671880855
44,0.5036067885160446,0.6906948179006577,0.6209328583136084,1.0,0.7705425587380886,0.000435719846762729
45,0.5059079504013062,0.692205137014389,0.6218689459630695,1.0,0.7713580276591527,0.0004127199476364011
46,0.49716811507940295,0.6940564632415771,0.6253654161060694,1.0,0.7731406264492156,0.00038990908199978275
47,0.5004926294088363,0.7001530185341835,0.6309524333119043,1.0,0.7770351506153625,0.0003673366531083868
48,0.48828270107507704,0.7029619231820107,0.6373809805001656,1.0,0.7801143012273921,0.00034505154781683023
49,0.483187066167593,0.7079362899065018,0.6475468628792441,1.0,0.7851610509285819,0.00032310203070079284
50,0.4514317958801985,0.711194121837616,0.6511378616545699,1.0,0.7874439944973952,0.00030153563952669464
51,0.3480185382068157,0.7103353157639504,0.6497404182788159,1.0,0.7866919113475889,0.00028039908229547786
52,0.2851210865750909,0.7092837676405906,0.6489671808143612,1.0,0.7860836494849841,0.0002597381360834796
53,0.2630459390208125,0.7087279736995697,0.6500021664294764,1.0,0.7862433800430154,0.00023959754789947606
54,0.2590113730356097,0.7069164156913758,0.6499745556662674,1.0,0.785630323785881,0.00022002093777262748
55,0.2560271229594946,0.7055436179041863,0.6549718153080903,1.0,0.7868384777374255,0.00020105070428120688
56,0.2458431340008974,0.702829897403717,0.6580504858502536,1.0,0.7869601277513236,0.00018272793272672042
57,0.2544148102775216,0.6997875720262527,0.6631015677994583,1.0,0.787629713275237,0.00016509230615229504
58,0.24956285489723087,0.6972442463040351,0.6659399825133733,1.0,0.7877280762724695,0.0001481820193980415
59,0.23888808093965053,0.6953451454639434,0.6694589662889484,1.0,0.7882680372509641,0.00013203369637953657
60,0.24729790724813938,0.694154155254364,0.6713537124538561,1.0,0.7885026225694066,0.00011668231076857777
61,0.23144256208091973,0.694159546494484,0.6745078473584727,1.0,0.7895557979509854,0.00010216111024799682
62,0.23522855959832667,0.6940351739525795,0.6811791470216122,1.0,0.7917381069913971,8.850154450458346e-05
63,0.24033808168023824,0.6934949368238449,0.6851103701803367,1.0,0.7928684356680605,7.573319711606605e-05
64,0.23596088802441956,0.6925157353281974,0.6870463188271969,1.0,0.7931873513851315,6.388372147967014e-05
65,0.23043945796787738,0.6916992902755738,0.6849871611746494,1.0,0.7922288171500743,5.297878092101816e-05
66,0.23166463013738395,0.6910571441054344,0.6811068586510374,1.0,0.7907213342521571,4.304199311307972e-05
67,0.23251294739544393,0.6915435686707496,0.6808977062260965,1.0,0.7908137582989487,3.409487892555262e-05
68,0.23413142662495376,0.6929909124970436,0.6825482319662115,1.0,0.7918463814877517,2.6156815815449922e-05
69,0.22483681384474039,0.6934930384159088,0.6804290797299473,1.0,0.7913073727152854,1.9244995859843544e-05
70,0.23158004369586707,0.694090236723423,0.6772831033973489,1.0,0.7904577800402572,1.3374388521653898e-05
71,0.22936394918709993,0.694030649960041,0.6732334479689598,1.0,0.7890880326430002,8.557708229125793e-06
72,0.23052519880235195,0.6938479766249657,0.6686865596158895,1.0,0.787511512080285,4.805386839208633e-06
73,0.22405921312049032,0.6929879635572433,0.6629498439928284,1.0,0.7853126025166905,2.1255510444773436e-06
74,0.22746554356068371,0.6920206025242805,0.6567552735446952,1.0,0.7829252920229919,5.240047725251912e-07
75,0.22355569403618575,0.6901559174060822,0.6527765183040174,1.0,0.7809774785700332,4.216615949739285e-09
